"id","condition_uuid","condition","created_at","updated_at","deleted_at"
"796","eb28dff05c","Paget's Disease of Bone","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"797","086ad40989","Paget's Disease of Breast","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"798","fd967f129d","Pain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"799","7cc9702744","Pancreatic Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"800","006f7a866c","Pancreatic Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"801","ca5b3e0a85","Pancreatitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"802","f9043a93fc","Panic Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"803","08b58ed723","Paralysis (Infantile due to Polio)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"804","0E+00","Paralysis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"805","5681e45bc7","Paralytic Ileus (Intestinal Obstruction)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"806","3fbb46e156","Paraplegia (Paralysis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"807","84335e0f7f","Parasitic Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"808","6ecbec4a25","Parathyroid Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"809","23f4701685","Parkinson's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"810","87e8b3070b","Paronychia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"811","6b07443c26","Parotid Gland Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"812","08fa8787ee","Parotid Gland Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"813","bf7dbcde1c","Patella Injury/Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"814","4b1a0e6c42","Pathological Gambling","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"815","0999da4e82","Peanut Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"816","a7e330ccdb","Pelvic Inflammatory Disease (PID)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"817","78f8bf21d9","Pelvic Injury or Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"818","9184417103","Pelvic Pain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"819","90c5d8b37e","Pemphigus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"820","41b851db1b","Penis Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"821","2aca6e9626","Peptic Ulcer (Duodenal Ulcer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"822","47a6443b9c","Pericardial Disorder (Lining of Heart Condition)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"823","2a325d58a1","Perimenopause","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"824","5672bc14f2","Periodontal Disease (Gum Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"825","61e1aad768","Peripheral Arterial Disease (Arteriosclerosis of Extremities)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"826","9ab7239dda","Peripheral Nerve Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"827","f6c7919af5","Peripheral Vascular Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"828","f2969957e5","Peritoneal Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"829","655d9f9fd5","Pervasive Developmental Disorder (Autism Spectrum Disorder)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"830","f2032a8c61","Pet Health","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"831","6517e784f2","Phantom Limb","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"832","d572249500","Pharyngitis (Sore Throat)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"833","750334c571","Phenylketonuria (PKU)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"834","fbf6946853","Pheochromocytoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"835","09cee114b6","Phobia disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"836","85f4099933","Pica (Eating Disorders)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"837","2eed636338","Pilonidal Cyst (Tailbone)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"838","41a01bb12d","Pimples (Acne)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"839","85a2b4cb1d","Pinguecula (Eye Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"840","71ef6b25c3","Pinkeye (Conjunctivitis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"841","32aee3b503","Pinworms Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"842","4991b9821e","Pituitary Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"843","a2da1e5dd7","Pituitary Tumors","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"844","14c7abe610","Plague","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"845","d5b51973a1","Plantar Fasciitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"846","4b6e72c6c8","Plantar Warts","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"847","d4762f7743","Plaque/Gum Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"848","1eb97b3a56","Plasma-Cell Myeloma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"849","b5be5a75c6","Plasmacytoma (Multiple Myeloma)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"850","094f8051c4","Plastic (Cosmetic) Surgery","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"851","14e6186669","Platelet Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"852","f788b494bf","Pleural Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"853","270c03e1e9","Pleural Disorders (Lung linning problem)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"854","2f3e4b130c","Pleural Effusion","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"855","d4ae6c0a8f","Pneumococcal Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"856","8793794","Pneumocystis Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"857","32f2a8da5c","Pneumonia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"858","720f78d1ba","Pneumonia (Bronchopneumonia )","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"859","e9a497694c","Pneumoniae (Streptococcus Infections)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"860","6d90c6be26","Pneumonic Plague","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"861","d9b15d2aeb","Pneumothorax (Collapsed Lung)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"862","9cf2fc9452","Poison Ivy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"863","35aa030891","Polio and Post-Polio Syndrome(PPS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"864","794d4622e9","Polio/Post-Polio Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"865","ff2712b0b2","Poliomyelitis (Post-Polio Syndrome)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"866","643ff4cd41","Polychondritis (Joint/cartlidge problem)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"867","36c1b8cb30","Polycystic Kidney Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"868","8bf6318b98","Polycystic Ovary Syndrome (PCOS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"869","64545031dd","Polymyalgia Rheumatica","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"870","268b8ad017","Polymyositis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"871","790c15ec36","Poor Vision","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"872","f240acd01a","Porphyria","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"873","dd26d03959","Post-herpetic Neuralgia (Shingles)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"874","6155a12105","Post-polio Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"875","f7f293108f","Postpartum Depression","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"876","e5de9caef3","Postural Orthostatic Tachycardia Syndrome (POTS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"877","a9d61f61e1","Prader-Willi Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"878","786ad6afb8","Pre-diabetes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"879","878bbf77b0","Preeclampsia (High Blood Pressure in Pregnancy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"880","88dbf81afe","Pregnancy and AIDS","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"881","ce26b376aa","Pregnancy and Diabetes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"882","5a4bfcdd18","Pregnancy and Health Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"883","946f3f8c1f","Pregnancy and Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"884","bf8f524b4d","Pregnancy and Substance Abuse","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"885","29c89e47fb","Pregnancy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"886","a645aed454","Pregnant","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"887","77f4a70cdc","Premature Baby (Premie)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"888","c1ce7d86f8","Premature Ejaculation (Men)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"889","c5e8ca70d6","Premature Menopause","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"890","fbd9694b71","Premature Ovarian Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"891","92bf88f2c0","Premenstrual Syndrome (PMS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"892","8fc39a06fd","Presbycusis (Hearing Problem/Deafness)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"893","8c43b0f63d","Prescription Drug Abusedisorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"894","1a75ac584e","Pressure Sores","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"895","7328dd32fb","Preterm Labor","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"896","ea5aeebe31","Primary Pulmonary Hypertension","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"897","daedacbea1","Progeria","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"898","89a470fe25","Progressive Supranuclear Palsy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"899","1a8b0233ab","Prolactinoma (Pituitary Tumor)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"900","28ac625798","Prostate Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"901","044008c141","Prostate Disease (Other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"902","9d3e9a33e4","Prosthetic Limb","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"903","37b694b9c0","Pruritus (Itching)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"904","e4a0469613","Psoriasis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"905","f033dbd284","Psoriatic Arthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"906","b168510a76","Ptosis (Drooping Eyelid)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"907","107afb8744","Puberty","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"908","6d2d3035ad","Pulmonary Embolism","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"909","6ed556599b","Pulmonary Embolism (Blood Clots in the Lung)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"910","f07f99d726","Pulmonary Fibrosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"911","d478391a09","Pulmonary Hypertension","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"912","6d4cae6924","Pulmonary Hypertension (Cor Pulmonale )","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"913","f350c7a2cd","PXE","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"914","09f6b0915f","Q Fever Bacterial Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"915","f7d0be2b44","Quadriplegic","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"916","8fc1e48351","Rabies","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"917","4bd18285af","Rabies","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"918","6aaa64920e","Rashes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"919","e446049dcf","Raynaud's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"920","00c5a2de7f","Reactive Arthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"921","4471701231","Rectal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"922","d7b7d80cf4","Rectal Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"923","4bd37cb2f6","Reflex Sympathetic Dystrophy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"924","3a3581a5ef","Reiter's Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"925","2bff36fc52","Renal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"926","cef5d9fe99","Renal Transplant","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"927","413ab53323","Renal/Kidney Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"928","eae9477c7f","Repetitive Motion Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"929","703e6bc8c2","Respiratory Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"930","f4999e425a","Respiratory Syncytial Virus (RSV) Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"931","3c6bb5022a","Restless Leg Syndrome (RLS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"932","893abc6b8a","Retinal (eye) Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"933","717936e34a","Retinal Detachment","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"934","48912903b8","Retinal Disorder (e.g. Floaters)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"935","93976d9c15","Rett Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"936","b0a3ea5605","Reye Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"937","22c687fac2","Rh Incompatibility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"938","23016a75e9","Rh Incompatibility at birth","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"939","585b949caa","Rhabdomyolysis (Muscle Disorder)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"940","daaf8a4e5c","Rhabdomyosarcoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"941","bb1d52e3dd","Rheumatic Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"942","74093ea80f","Rheumatoid Arthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"943","f971d031da","Rickets","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"944","b1a500e1a5","Ringworm (Tinea) Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"945","f1b9bb8f2b","Rocky Mountain Spotted Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"946","f7c6b70d98","Root Canal","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"947","8ac57a82cb","Rosacea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"948","1a2d98f351","Roseola (Viral Infection)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"949","afd6163ee4","Rotator Cuff Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"950","b215e82f10","Rotavirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"951","fb5b12c544","Rubella","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"952","1972634866","Salmonella Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"953","a219ccd5ea","Sarcoidosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"954","d1d6473b06","SARS (Coronavirus Infection)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"955","e6e4988b7f","Scabies","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"956","8017f51762","Scapula Injury of Shoulder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"957","8ae52b7c92","Scarlet Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"958","e19d320109","Scars(Cicatrix)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"959","6c6446c1b8","Sciatica","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"960","722ca3a6d4","SCID","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"961","b2204be8ac","Scleroderma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"962","d0e321ca26","Scoliosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"963","690591cbb4","Seasickness/Motion Sickness","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"964","06b7ab515a","Seasonal Affective Disorder (SAD)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"965","dd7e136cea","Seasonal Allergy (Hay Fever)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"966","1a32e7aff9","Secondhand Smoke","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"967","6d4684a9cf","Seizures","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"968","2d0f9258df","Septic","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"969","d4af29ec2f","Septic Arthritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"970","1077f762ec","Severe Acute Respiratory Syndrome (SARS)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"971","eaaddaa4d6","Severe Combined Immunodeficiency","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"972","ceef8fcf36","Sexual Dysfunction","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"973","d35614916a","Sexual Problems in Men","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"974","f1aa5fb7c2","Sexual Problems in Women","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"975","2235340ac9","Sexually Transmitted Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"976","371d7e3968","Shellfish Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"977","fe6f953a7e","Shingles - Herpes Zoster","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"978","c469c5b932","Shock","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"979","8d300f660d","Shoulder Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"980","84b9ead1b0","Shoulder/Rotator Cuff Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"981","de2796b654","Sickle Cell Anemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"982","971452831e","Sinus Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"983","8bf5592c5f","Sinus Infection (Sinusitis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"984","f6de9c75da","Sjogren's Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"985","5c7c03b609","Sjogren's Syndrome (Dry Eye)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"986","ba33abdfd3","Skin Blisters (Bullous Pemphigoid)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"987","6466ebe46a","Skin Cancer (Actinic Keratosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"988","400eadead8","Skin Infection (Necrotizing Fasciitis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"989","e7cacb1782","Skin Infection (Other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"990","d4737d1780","Skin Pigmentation Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"991","4248776ea9","Skin Rash","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"992","e076c1c506","Skull Fracture","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"993","2cfb1aebd4","Sleep Apnea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"994","1f30dbd7b1","Sleep Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"995","0042c9adcf","Small Birth Weight","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"996","d945a56338","Small Cell Lung Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"997","45f0fc36c6","Small Intestine Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"998","26ed1fa94e","Small Intestine Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"999","876f81679d","Small Intestine Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1000","d34cccca5b","Smallpox","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1001","a31fb357b0","Smell Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1002","51b4893929","Smoker","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1003","ebdbc2c30d","Snoring","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1004","e0d4e18504","Soft Tissue Sarcoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1005","4efa1ffc44","Spasmodic Torticollis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1006","c4c334a5f9","Spasticity","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1007","a1ccf3986d","Speech and Communication Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1008","5c18ca5a59","Speech and Language Problems in Children","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1009","003e329c5a","Speech/Communication Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1010","be7c41a1dc","Spider Bites","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1011","10d917a482","Spider Vein/Varicose Veins","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1012","b064680525","Spina Bifida","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1013","43e5f5fa22","Spina Bifida (Open Spine)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1014","c0db5970a9","Spinal Cord Disease(other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1015","8c5307fbf5","Spinal Cord Injury (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1016","22a0a7d5e5","Spinal Muscular Atrophy (SMA)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1017","1.6448364E+10","Spinal Stenosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1018","1a3060789d","Spine Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1019","d29a8dab3d","Splenic Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1020","7717480370","Splenomegaly (Enlarged Spleen)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1021","5a76c4aa95","Spondylitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1022","b5fab013e9","Spondylolisthesis Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1023","50cb957870","Stammering/Stuttering","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1024","49401ca425","Steele-Richardson-Olszewski Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1025","d9a97be476","Stein-Leventhal Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1026","0be625be8d","Still's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1027","f537009e3e","Stillbirth","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1028","4794f55df8","Stomach Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1029","a27076be65","Stomach Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1030","5b83c1b0da","Stomach Flu","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1031","8d93a5f0fd","Stomach or Intestinal Bleeding (Gastrointestinal Bleeding)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1032","d89ae81cdc","Stomach Ulcer (Peptic Ulcer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1033","b8054243a4","Strabismus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1034","d00816bc54","Strep Throat/Streptococcal Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1035","bba9081605","Stress Incontinence/Urinary Incontinence","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1036","c9086d5f8b","Stroke","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1037","ca7020ec3c","Stroke - bleeding on brain type","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1038","3da4961712","Stroke Rehabilitation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1039","b28c9eb030","Stuttering","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1040","6c3357aef4","Stye","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1041","b54b770970","Subarachnoid Hemorrhage (Hemorrhagic Stroke)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1042","a170232aa6","Substance Abuse","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1043","268a207b7c","Sudden Infant Death Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1044","8cc598da17","Suicide Attempted","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1045","a97fb14ca3","Sun Exposure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1046","cdceca99d6","Sunburn","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1047","f6dbeb2df4","Sunstroke","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1048","b5fbbc8f24","Swallowing Problems (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1049","62225021a9","Swimmer's Ear","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1050","d2d3954658","Swine Flu (H1N1) infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1051","c43ab7b75f","Swollen Gland (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1052","93ec56affc","Syncope/Fainting","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1053","a01ff853cd","Syndrome X (Cardiac)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1054","aa72472649","Syndrome X (Metabolic)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1055","d4fa8e0994","Syphilis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1056","5af46b4f94","Syringomyelia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1057","541f39a309","Systemic Lupus Erythematosus (SLE)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
